Date,Open,High,Low,Close,Volume
2013-01-10,13.51,13.65,13.18,13.58,4640.27
2013-01-11,13.67,14.19,13.5,14.0,3719.45
2013-01-12,14.0,14.1,13.85,14.0,2405.63
2013-01-13,14.02,14.07,13.84,13.89,2245.56
2013-01-14,13.94,14.03,13.54,13.64,1578.51
2013-01-15,13.65,14.1,13.5,14.1,4314.6
2013-01-16,14.1,14.32,13.88,14.2,4961.38
2013-01-17,14.15,14.65,14.01,14.53,5436.23
2013-01-18,14.53,15.47,14.45,15.36,5227.76
2013-01-19,15.34,15.7,15.17,15.57,6749.53
2013-01-20,15.52,15.65,15.32,15.38,1993.54
2013-01-21,15.48,15.69,15.38,15.5,1427.77
2013-01-22,15.62,16.98,15.45,16.52,5634.63
2013-01-23,16.53,17.6,16.45,17.35,3827.76
2013-01-24,17.5,17.6,16.86,17.5,4853.16
2013-01-25,17.5,19.2,16.0,17.29,14880.17
2013-01-26,17.15,17.72,16.12,17.49,5131.56
2013-01-27,17.3,17.49,16.67,17.49,2485.9
2013-01-28,17.49,17.6,17.08,17.6,2589.57
2013-01-29,17.6,18.74,17.48,18.67,5344.52
2013-01-30,18.6,19.85,18.53,19.35,4541.64
2013-01-31,19.46,19.47,18.85,19.45,2557.51
2013-02-01,19.45,21.0,19.27,20.46,5738.86
2013-02-02,20.3,20.9,20.04,20.35,3503.83
2013-02-03,20.35,20.53,19.5,19.82,4786.98
2013-02-04,19.76,20.59,19.57,20.29,2479.42
2013-02-05,20.55,20.7,19.9,20.3,4506.95
2013-02-06,20.3,20.69,20.08,20.5,3193.31
2013-02-07,20.56,20.99,20.33,20.91,3424.26
2013-02-08,20.91,21.96,20.9,21.71,6307.58
2013-02-09,21.95,22.63,21.81,22.4,2801.67
2013-02-10,22.4,23.5,22.24,23.14,2134.08
2013-02-11,23.46,23.8,22.85,23.7,2194.81
2013-02-12,23.74,23.94,23.16,23.94,2978.35
2013-02-13,23.94,25.85,23.87,25.47,8534.23
2013-02-14,25.33,25.97,25.0,25.0,3983.64
2013-02-15,25.0,27.5,22.42,27.4,12042.5
2013-02-16,27.4,27.56,26.72,27.0,3145.14
2013-02-17,27.43,27.58,26.71,27.5,2782.39
2013-02-18,27.36,27.5,25.25,26.98,7942.0
2013-02-19,26.81,27.0,26.29,26.92,3103.54
2013-02-20,26.92,29.5,26.7,29.39,9541.05
2013-02-21,29.39,30.07,29.21,30.0,3832.39
2013-02-22,30.0,30.14,29.6,30.0,3576.11
2013-02-23,29.96,31.49,29.9,30.4,6182.2
2013-02-24,30.37,30.44,27.67,29.54,3865.85
2013-02-25,29.55,30.37,29.08,29.78,1590.78
2013-02-26,29.79,30.49,29.78,30.43,1564.85
2013-02-27,30.43,32.0,29.85,31.1,5071.9
2013-02-28,31.01,31.77,30.45,31.31,3168.54
2013-03-01,31.31,34.42,31.31,33.53,6726.87
2013-03-02,33.53,34.75,33.25,34.55,3666.43
2013-03-03,34.55,34.77,33.6,34.16,2128.57
2013-03-04,34.29,34.34,33.91,34.33,1136.63
2013-03-05,34.33,37.0,34.24,36.52,6165.24
2013-03-06,36.56,41.0,36.53,40.75,6476.19
2013-03-07,40.66,49.17,40.66,42.32,10298.44
2013-03-08,42.31,46.0,33.0,41.68,16259.06
2013-03-09,41.68,44.37,40.56,43.76,4388.76
2013-03-10,43.77,46.0,42.0,46.0,3829.22
2013-03-11,45.76,47.0,45.0,45.29,1252.1
2013-03-12,45.97,48.38,45.6,48.25,3400.79
2013-03-13,48.15,48.25,36.0,44.84,11195.7
2013-03-14,44.29,47.09,44.2,46.99,3290.23
2013-03-15,46.99,47.97,46.8,46.95,3527.69
2013-03-16,46.95,47.29,46.9,46.9,1063.76
2013-03-17,46.93,47.0,46.58,46.74,909.76
2013-03-18,46.7,47.24,46.7,47.24,1102.96
2013-03-19,47.24,51.1,46.98,50.35,5924.1
2013-03-20,49.87,60.0,48.0,59.41,9303.94
2013-03-21,59.46,67.99,58.86,64.2,8546.01
2013-03-22,65.13,76.91,64.61,72.23,9864.57
2013-03-23,70.87,74.47,65.0,69.9,5462.7
2013-03-24,68.81,72.0,50.09,63.9,13092.95
2013-03-25,64.37,71.0,63.36,70.22,3627.69
2013-03-26,70.22,80.0,69.25,75.11,8198.25
2013-03-27,74.3,86.0,74.3,79.81,6748.38
2013-03-28,79.81,89.99,78.75,89.3,6073.08
2013-03-29,89.4,97.0,80.0,88.52,9823.47
2013-03-30,88.96,94.0,84.0,90.0,6658.42
2013-03-31,90.49,95.0,89.31,92.11,1799.52
2013-04-01,92.12,96.15,92.12,96.15,2003.82
2013-04-02,95.5,106.5,93.7,104.7,6540.71
2013-04-03,103.73,116.0,100.1,116.0,6441.04
2013-04-04,116.0,158.41,110.0,133.78,15003.95
2013-04-05,133.87,150.0,119.0,135.0,7265.27
2013-04-06,134.67,144.0,127.09,141.8,7560.2
2013-04-07,141.8,150.03,138.5,141.0,3504.27
2013-04-08,141.0,165.1,140.65,164.97,6737.21
2013-04-09,164.97,198.0,162.0,185.6,13411.06
2013-04-10,185.6,235.29,164.34,229.0,11211.79
2013-04-11,228.94,259.34,70.0,162.0,20889.47
2013-04-12,162.0,179.0,50.0,83.4,37205.88
2013-04-13,81.02,112.0,45.0,109.9,29095.91
2013-04-14,109.9,119.0,85.0,91.64,16830.84
2013-04-15,90.44,99.99,81.94,91.11,5777.57
2013-04-16,91.79,99.8,60.0,74.0,19578.13
2013-04-17,73.99,82.0,49.8,68.09,35706.59
2013-04-18,67.85,101.12,60.0,89.98,30854.42
2013-04-19,89.98,111.23,78.92,109.3,16527.46
2013-04-20,109.3,140.2,100.0,117.71,25498.95
2013-04-21,118.11,129.79,114.27,126.55,7474.81
2013-04-22,126.55,129.0,101.0,118.81,17188.09
2013-04-23,118.91,125.01,116.0,123.74,6675.55
2013-04-24,123.73,138.87,121.12,137.29,13391.87
2013-04-25,137.3,161.0,134.98,149.0,21232.85
2013-04-26,150.0,170.28,123.2,141.9,16566.09
2013-04-27,141.9,142.53,126.68,137.3,10688.92
2013-04-28,137.3,148.61,125.76,128.8,6686.08
2013-04-29,128.8,148.18,121.57,135.28,5136.53
2013-04-30,135.31,151.65,123.96,143.31,10485.46
2013-05-01,143.32,144.99,133.89,139.88,8465.3
2013-05-02,139.87,140.3,104.9,116.75,21104.9
2013-05-03,116.75,127.24,93.01,106.81,21725.13
2013-05-04,107.02,108.0,81.5,98.08,26863.56
2013-05-05,98.08,115.64,94.0,112.62,15910.13
2013-05-06,112.89,118.76,106.5,116.57,9033.94
2013-05-07,116.9,123.97,105.0,112.71,17251.56
2013-05-08,112.67,112.95,98.77,110.0,14941.55
2013-05-09,110.92,116.29,109.41,113.16,8261.64
2013-05-10,113.16,113.95,109.0,111.96,6725.71
2013-05-11,111.96,119.98,109.2,117.9,10480.14
2013-05-12,117.9,118.5,112.95,115.04,4692.1
2013-05-13,115.58,117.86,113.0,114.5,3366.7
2013-05-14,115.05,117.48,113.55,115.99,3412.04
2013-05-15,115.98,117.9,103.5,107.0,12120.01
2013-05-16,107.0,113.0,101.72,108.95,10914.52
2013-05-17,108.96,113.35,108.35,113.35,7515.76
2013-05-18,113.36,118.16,112.82,116.73,9721.36
2013-05-19,117.51,118.55,115.99,118.49,3906.23
2013-05-20,118.49,118.98,114.1,116.38,4800.36
2013-05-21,117.27,118.94,114.03,116.55,4541.31
2013-05-22,117.81,118.56,116.9,117.5,3656.25
2013-05-23,117.25,119.48,117.0,119.11,7275.6
2013-05-24,118.45,123.9,118.36,123.84,10212.8
2013-05-25,123.84,129.94,122.52,128.7,13193.58
2013-05-26,128.65,129.73,126.03,128.97,5146.71
2013-05-27,128.98,130.29,127.97,129.5,3916.06
2013-05-28,130.27,130.6,120.33,126.25,7413.81
2013-05-29,126.2,127.11,123.0,125.92,6072.76
2013-05-30,125.99,130.4,125.53,130.35,9946.84
2013-05-31,130.01,131.0,124.9,126.81,9432.36
2013-06-01,126.78,129.87,125.06,127.91,5633.95
2013-06-02,127.76,128.86,127.09,128.77,3406.49
2013-06-03,128.77,128.8,117.02,123.0,15138.13
2013-06-04,123.35,125.01,117.0,123.22,8850.29
2013-06-05,123.22,123.66,116.32,120.57,7975.86
2013-06-06,120.58,122.74,119.65,121.2,4733.03
2013-06-07,120.98,121.33,118.43,118.78,4936.98
2013-06-08,118.78,119.16,107.0,110.18,18261.48
2013-06-09,110.17,112.46,108.44,109.11,5055.01
2013-06-10,109.11,110.0,90.0,100.17,30734.5
2013-06-11,100.17,107.9,93.1,104.22,13536.56
2013-06-12,104.21,108.0,102.97,107.36,5234.35
2013-06-13,107.35,111.18,105.01,106.56,7612.62
2013-06-14,106.1,108.43,95.0,102.0,8047.28
2013-06-15,101.86,102.95,95.0,99.01,10698.41
2013-06-16,99.01,105.0,96.22,99.42,4243.41
2013-06-17,99.43,101.11,98.0,99.37,3089.73
2013-06-18,98.74,101.47,98.29,100.0,4785.77
2013-06-19,100.39,108.18,99.99,104.5,10874.74
2013-06-20,104.49,107.5,102.0,105.24,5483.54
2013-06-21,105.24,108.0,102.47,102.61,9088.53
2013-06-22,103.0,104.86,90.0,101.8,12331.66
2013-06-23,101.29,103.0,98.55,100.0,3350.33
2013-06-24,100.0,101.45,98.5,100.41,1977.39
2013-06-25,100.4,102.3,95.0,99.47,9702.69
2013-06-26,98.83,101.0,97.47,97.87,5294.05
2013-06-27,97.57,99.98,96.13,98.77,4940.41
2013-06-28,98.75,98.76,96.0,96.31,4937.42
2013-06-29,96.98,97.45,88.01,89.96,18557.53
2013-06-30,89.2,91.61,86.2,88.98,4373.62
2013-07-01,88.83,90.3,88.01,89.53,2390.67
2013-07-02,89.41,90.16,80.94,84.5,20854.47
2013-07-03,83.41,88.5,81.9,88.0,12666.39
2013-07-04,88.04,89.56,75.11,77.01,20740.89
2013-07-05,77.33,83.9,70.06,79.4,21957.43
2013-07-06,79.4,79.4,63.26,66.93,32935.37
2013-07-07,67.13,72.88,63.0,66.34,17245.96
2013-07-08,66.34,73.96,64.5,73.96,6858.52
2013-07-09,73.97,76.94,70.1,74.4,18669.58
2013-07-10,74.0,76.01,70.25,75.01,15909.0
2013-07-11,75.0,86.64,74.81,86.19,27275.18
2013-07-12,86.13,89.96,83.85,87.13,17311.06
2013-07-13,87.81,100.0,86.6,90.17,32060.83
2013-07-14,90.19,92.04,87.15,91.67,6004.56
2013-07-15,91.67,93.0,88.87,90.03,5202.94
2013-07-16,90.02,95.0,88.11,93.78,13030.66
2013-07-17,93.76,93.9,89.09,91.55,9285.47
2013-07-18,91.61,92.37,89.0,90.97,7404.87
2013-07-19,90.96,91.0,77.0,85.28,21446.67
2013-07-20,85.0,88.0,83.21,86.51,8689.96
2013-07-21,86.51,87.07,84.27,85.04,4451.47
2013-07-22,85.02,86.99,84.25,85.93,2907.86
2013-07-23,85.73,87.08,83.0,85.6,8294.02
2013-07-24,85.59,88.88,82.0,86.98,13038.5
2013-07-25,86.88,88.48,85.73,88.42,9276.42
2013-07-26,88.42,90.66,87.08,90.16,10416.88
2013-07-27,90.1,91.77,88.56,89.95,6500.58
2013-07-28,89.97,90.16,87.8,88.16,3489.15
2013-07-29,88.16,94.01,87.9,92.71,7294.35
2013-07-30,92.72,93.5,90.54,93.39,10250.84
2013-07-31,93.45,97.0,92.7,96.57,11695.37
2013-08-01,96.98,101.0,95.0,98.28,17025.38
2013-08-02,97.77,98.44,95.15,96.62,7832.16
2013-08-03,96.63,98.71,93.03,95.85,15553.07
2013-08-04,95.82,97.0,93.98,95.55,4499.95
2013-08-05,95.54,96.61,95.5,96.38,3019.67
2013-08-06,96.38,98.92,96.0,97.81,11003.41
2013-08-07,97.88,98.98,97.07,97.69,9248.61
2013-08-08,97.7,98.32,95.5,97.09,7127.86
2013-08-09,97.09,97.14,91.11,94.27,14017.03
2013-08-10,94.26,95.75,90.0,92.27,12311.24
2013-08-11,92.72,94.25,92.14,93.51,3115.46
2013-08-12,93.51,94.58,93.12,94.09,1863.55
2013-08-13,94.0,96.18,93.31,95.35,7203.73
2013-08-14,95.37,98.19,94.24,98.15,12840.29
2013-08-15,97.75,101.0,97.03,99.19,17997.72
2013-08-16,99.19,100.01,96.68,98.08,9533.32
2013-08-17,98.09,99.0,96.5,98.25,9306.11
2013-08-18,98.26,99.82,97.48,99.71,5533.57
2013-08-19,99.71,99.99,98.41,99.3,2757.61
2013-08-20,99.32,105.16,99.0,102.85,20223.51
2013-08-21,102.85,104.88,100.38,104.87,11512.55
2013-08-22,104.87,114.0,104.56,110.43,23925.72
2013-08-23,111.52,113.02,107.98,109.12,12231.93
2013-08-24,109.12,109.9,104.2,107.65,9469.68
2013-08-25,107.91,110.33,106.64,109.15,4332.69
2013-08-26,109.15,113.28,109.15,113.12,9343.16
2013-08-27,113.12,113.3,110.27,111.9,10842.8
2013-08-28,111.85,118.93,111.76,117.75,18924.74
2013-08-29,117.74,119.63,117.04,117.91,10195.73
2013-08-30,117.91,120.0,117.0,118.5,9789.34
2013-08-31,118.91,126.14,118.04,124.86,17374.36
2013-09-01,124.86,134.95,124.8,128.0,19981.34
2013-09-02,127.9,132.09,126.79,130.66,8021.56
2013-09-03,130.65,132.0,128.52,130.15,8939.4
2013-09-04,129.4,131.0,127.0,129.18,11994.58
2013-09-05,129.2,129.94,115.21,122.81,18821.05
2013-09-06,121.65,127.5,116.07,122.5,19236.83
2013-09-07,122.0,124.54,115.21,117.67,19391.21
2013-09-08,116.56,122.16,115.5,119.93,9677.0
2013-09-09,119.91,120.94,116.0,118.34,5458.69
2013-09-10,118.37,124.13,115.0,121.68,21345.73
2013-09-11,121.68,124.26,120.8,122.07,11319.89
2013-09-12,122.08,127.72,118.0,127.55,18550.21
2013-09-13,127.54,128.5,123.1,126.38,13856.21
2013-09-14,126.38,128.79,125.05,127.71,9309.95
2013-09-15,127.71,128.0,123.05,124.49,8711.86
2013-09-16,124.49,126.25,123.0,125.36,5360.88
2013-09-17,125.36,126.71,124.03,126.27,7602.35
2013-09-18,126.28,127.69,125.47,126.92,8852.61
2013-09-19,126.92,128.0,124.2,127.0,13495.71
2013-09-20,127.0,127.95,123.02,124.18,10236.25
2013-09-21,124.17,126.02,121.16,122.91,10505.08
2013-09-22,122.92,124.1,121.7,123.39,4154.19
2013-09-23,123.38,123.5,122.35,123.27,2882.09
2013-09-24,123.27,123.99,121.54,122.63,7736.93
2013-09-25,122.81,124.01,121.77,123.86,10183.17
2013-09-26,123.75,125.0,123.23,123.25,8053.18
2013-09-27,123.32,124.9,123.0,124.84,7784.84
2013-09-28,124.85,126.96,124.35,126.95,12117.32
2013-09-29,126.95,127.0,124.01,126.54,6320.26
2013-09-30,126.5,128.8,126.08,127.01,6745.39
2013-10-01,127.0,127.53,122.77,126.25,11530.52
2013-10-02,126.25,127.93,125.54,127.33,7513.83
2013-10-03,127.31,127.8,85.0,103.85,60639.39
2013-10-04,103.85,118.79,102.0,117.63,26112.76
2013-10-05,117.62,122.98,116.48,121.94,13194.58
2013-10-06,121.94,122.29,121.11,121.2,2942.64
2013-10-07,121.25,122.49,121.13,122.49,3926.34
2013-10-08,122.49,124.49,120.11,123.5,11885.13
2013-10-09,123.5,125.17,122.17,124.13,13183.37
2013-10-10,124.5,127.99,122.3,125.9,18933.76
2013-10-11,125.79,126.8,124.9,126.8,11382.15
2013-10-12,126.8,127.42,125.93,127.38,7866.7
2013-10-13,127.38,128.0,126.01,127.98,7571.27
2013-10-14,127.58,133.0,127.57,132.82,12574.15
2013-10-15,132.83,138.22,132.0,135.42,21256.28
2013-10-16,135.43,147.39,134.09,142.76,22232.08
2013-10-17,142.75,147.0,137.38,137.56,26332.9
2013-10-18,137.54,145.0,135.0,143.94,16767.05
2013-10-19,143.94,154.69,143.23,152.89,23007.23
2013-10-20,152.89,172.0,152.44,166.0,37966.98
2013-10-21,166.0,166.6,162.54,166.59,5667.35
2013-10-22,166.6,181.93,166.05,180.13,33107.72
2013-10-23,180.15,196.27,179.0,189.75,41865.07
2013-10-24,189.74,203.96,185.0,203.96,24326.01
2013-10-25,203.94,206.6,156.2,193.87,55593.93
2013-10-26,194.0,194.0,167.67,186.6,32779.54
2013-10-27,187.5,190.0,177.0,179.56,9644.32
2013-10-28,180.39,195.0,179.5,194.0,10095.57
2013-10-29,194.99,197.5,190.8,196.62,12248.66
2013-10-30,196.62,205.0,195.32,204.69,16744.51
2013-10-31,204.0,206.0,195.0,197.54,25494.15
2013-11-01,197.58,203.75,195.1,203.54,13741.49
2013-11-02,203.54,203.54,200.23,202.15,4962.81
2013-11-03,202.14,205.15,201.2,204.86,6600.1
2013-11-04,204.86,210.0,203.51,210.0,11227.96
2013-11-05,210.0,230.4,207.22,226.83,28261.79
2013-11-06,227.29,250.79,226.0,242.9,42583.7
2013-11-07,242.9,265.0,241.11,263.24,40026.71
2013-11-08,263.24,297.8,263.24,291.0,49703.85
2013-11-09,291.0,334.45,288.81,334.0,40186.16
2013-11-10,333.9,363.65,298.95,341.24,44361.21
2013-11-11,341.24,341.24,265.01,323.0,67237.41
2013-11-12,323.0,349.9,310.1,343.91,26943.38
2013-11-13,343.63,357.0,340.01,354.96,19748.28
2013-11-14,354.94,399.89,354.94,393.5,38689.8
2013-11-15,393.5,421.97,381.0,416.95,31638.48
2013-11-16,416.88,431.36,390.0,412.0,32323.21
2013-11-17,412.07,447.47,406.92,434.53,17983.46
2013-11-18,434.53,480.0,434.53,477.38,25991.6
2013-11-19,478.1,669.55,471.23,669.01,57089.08
2013-11-20,669.0,755.0,378.0,536.01,71560.95
2013-11-21,536.01,619.0,440.0,599.0,57711.51
2013-11-22,600.0,730.0,580.37,720.0,30720.73
2013-11-23,720.0,799.8,683.2,795.0,25125.13
2013-11-24,794.0,874.81,785.0,829.15,20338.86
2013-11-25,829.15,842.78,747.0,800.05,20130.69
2013-11-26,800.01,838.2,770.1,817.88,23042.05
2013-11-27,811.95,919.0,801.0,916.3,29793.03
2013-11-28,915.01,969.0,879.99,963.98,30325.53
2013-11-29,963.98,1050.18,931.0,1012.98,36898.59
2013-11-30,1012.0,1141.0,988.22,1131.99,21873.31
2013-12-01,1131.99,1163.0,1080.0,1119.52,12907.56
2013-12-02,1119.52,1123.11,795.6,955.0,61544.38
2013-12-03,955.0,1057.0,925.16,1047.47,31516.73
2013-12-04,1037.11,1088.0,1000.0,1055.0,12567.59
2013-12-05,1055.0,1153.27,1052.1,1132.01,14433.51
2013-12-06,1135.0,1138.58,848.42,1023.87,55262.66
2013-12-07,1020.51,1033.13,796.73,814.91,52688.66
2013-12-08,809.72,844.0,542.38,693.3,79852.42
2013-12-09,693.3,797.0,651.0,787.0,27465.08
2013-12-10,787.0,899.99,766.66,899.9,28510.04
2013-12-11,899.91,989.6,895.01,979.23,22694.68
2013-12-12,979.07,988.0,804.0,879.04,31708.38
2013-12-13,879.04,898.9,832.01,871.22,13973.52
2013-12-14,871.22,920.42,850.0,885.98,14766.95
2013-12-15,888.47,895.0,841.01,850.78,7426.55
2013-12-16,850.78,869.98,803.51,862.0,11638.0
2013-12-17,861.98,864.0,651.34,691.0,58806.7
2013-12-18,690.5,750.0,612.51,673.62,43034.03
2013-12-19,675.0,680.7,382.21,520.0,137070.18
2013-12-20,520.0,700.0,492.91,685.0,56734.11
2013-12-21,685.1,719.97,570.0,610.0,40959.74
2013-12-22,610.0,648.88,550.0,595.03,19218.17
2013-12-23,595.07,690.0,575.61,612.66,17673.23
2013-12-24,612.66,665.0,607.77,654.76,13100.16
2013-12-25,654.76,668.8,628.11,652.99,12795.8
2013-12-26,653.57,681.24,636.99,679.01,6653.01
2013-12-27,679.01,764.32,677.57,747.0,28028.64
2013-12-28,747.83,762.1,702.26,721.08,16261.66
2013-12-29,723.98,736.01,682.22,715.0,13385.19
2013-12-30,715.0,732.0,703.45,728.0,8121.31
2013-12-31,728.01,740.0,722.81,736.51,6600.24
2014-01-01,736.51,739.0,709.0,732.0,7919.32
2014-01-02,732.0,757.99,729.01,754.9,7907.64
2014-01-03,751.88,798.7,742.5,784.19,15134.17
2014-01-04,784.19,818.99,767.62,809.4,14860.26
2014-01-05,808.24,830.0,790.2,828.79,10990.14
2014-01-06,828.79,948.0,826.07,905.0,24075.95
2014-01-07,905.0,995.0,876.0,919.24,25886.91
2014-01-08,915.8,943.0,785.0,785.0,34063.52
2014-01-09,785.0,849.79,765.0,823.45,26315.76
2014-01-10,823.94,848.0,779.78,824.76,25302.24
2014-01-11,825.5,861.4,799.41,852.61,12846.16
2014-01-12,851.63,909.96,849.51,896.59,16130.92
2014-01-13,895.0,905.0,826.46,844.05,12189.18
2014-01-14,844.04,844.05,783.11,823.0,19366.39
2014-01-15,823.99,837.0,800.0,815.99,9729.54
2014-01-16,815.99,850.26,805.18,841.14,12267.77
2014-01-17,841.14,849.0,810.01,814.4,8215.45
2014-01-18,814.4,821.0,765.0,797.2,17114.94
2014-01-19,796.97,817.12,796.0,810.0,5486.84
2014-01-20,810.0,842.07,791.01,842.07,8418.01
2014-01-21,841.5,845.0,815.0,826.02,6968.16
2014-01-22,826.02,834.5,814.0,824.89,7669.6
2014-01-23,824.88,824.99,801.0,819.2,8309.09
2014-01-24,819.2,823.28,801.1,812.0,7395.01
2014-01-25,810.95,811.74,767.02,780.0,15775.2
2014-01-26,780.0,817.0,773.4,806.8,8705.56
2014-01-27,806.81,834.0,795.01,814.75,9704.14
2014-01-28,814.67,823.0,725.0,751.95,25194.24
2014-01-29,750.95,812.93,740.01,788.0,20042.82
2014-01-30,785.51,804.95,781.99,794.21,7044.52
2014-01-31,794.21,812.44,770.7,799.99,13125.55
2014-02-01,799.99,809.98,791.0,803.0,7728.16
2014-02-02,803.0,827.38,802.59,813.23,8296.06
2014-02-03,813.23,825.21,810.23,814.99,4075.68
2014-02-04,814.94,815.0,800.5,808.5,4931.83
2014-02-05,806.99,812.98,796.83,802.99,7592.0
2014-02-06,802.0,810.0,775.0,782.33,8479.5
2014-02-07,780.01,803.0,752.0,763.99,20652.61
2014-02-08,764.0,766.45,619.0,705.01,66362.26
2014-02-09,705.01,723.0,662.01,680.49,13501.12
2014-02-10,680.49,755.42,666.21,687.37,15061.93
2014-02-11,688.0,713.0,530.0,687.81,71860.54
2014-02-12,688.34,720.0,631.0,675.1,40062.44
2014-02-13,677.0,685.19,631.58,651.99,15511.79
2014-02-14,650.04,660.0,601.54,604.11,28145.81
2014-02-15,609.4,712.9,538.01,669.0,68378.15
2014-02-16,670.34,673.17,628.88,655.83,20762.64
2014-02-17,655.83,670.0,590.01,621.0,26397.57
2014-02-18,621.0,664.99,610.0,633.66,19902.44
2014-02-19,633.66,650.0,609.99,627.7,14833.94
2014-02-20,627.7,636.0,617.0,623.01,11128.48
2014-02-21,623.01,631.0,560.9,561.86,34966.7
2014-02-22,561.86,589.0,530.01,581.35,29612.94
2014-02-23,581.35,619.88,562.15,610.88,18076.09
2014-02-24,610.77,646.0,599.78,610.09,20868.15
2014-02-25,609.9,629.0,514.02,535.49,51840.81
2014-02-26,535.49,545.8,400.0,535.0,115761.99
2014-02-27,534.34,610.0,530.0,585.24,49110.9
2014-02-28,585.24,599.99,571.22,583.0,17048.07
2014-03-01,584.7,591.39,541.0,551.89,22634.32
2014-03-02,551.8,576.0,535.0,567.48,14303.94
2014-03-03,567.46,570.99,553.0,566.24,6437.4
2014-03-04,565.38,710.0,562.02,677.69,64914.82
2014-03-05,677.69,702.24,633.64,673.0,28031.32
2014-03-06,673.27,679.97,651.9,669.99,12719.61
2014-03-07,669.0,675.71,650.0,669.57,10404.7
2014-03-08,669.57,670.0,613.45,632.79,21449.43
2014-03-09,632.79,639.79,604.5,620.0,9699.02
2014-03-10,620.02,653.0,613.03,640.0,9121.47
2014-03-11,638.4,646.59,609.0,629.39,13350.32
2014-03-12,628.02,644.44,614.17,632.1,9166.62
2014-03-13,631.72,656.95,628.8,634.95,12741.36
2014-03-14,634.95,650.0,632.0,641.01,6728.15
2014-03-15,641.02,645.0,625.29,630.42,8676.83
2014-03-16,630.99,639.88,625.32,637.24,2202.22
2014-03-17,637.58,639.39,629.02,634.99,3296.51
2014-03-18,634.99,634.99,619.46,621.11,9165.09
2014-03-19,622.97,624.17,591.13,612.0,14907.8
2014-03-20,613.84,623.95,605.11,611.2,7079.92
2014-03-21,610.01,611.3,578.66,587.98,10906.67
2014-03-22,585.6,607.88,556.0,570.0,22418.17
2014-03-23,569.99,571.99,541.0,565.31,13614.3
2014-03-24,564.31,569.48,556.74,561.0,6098.75
2014-03-25,558.22,592.6,547.0,585.99,13674.06
2014-03-26,585.9,587.48,568.86,583.77,8107.38
2014-03-27,583.77,592.0,565.0,581.49,10310.36
2014-03-28,581.48,581.59,466.1,475.0,49205.96
2014-03-29,475.0,532.0,468.3,502.01,34960.06
2014-03-30,502.01,508.0,486.97,491.99,7446.56
2014-03-31,491.99,492.0,436.0,460.0,31437.05
2014-04-01,460.0,486.7,438.0,454.83,20986.65
2014-04-02,454.81,509.98,452.04,478.98,22904.81
2014-04-03,478.98,494.98,430.0,439.0,34478.67
2014-04-04,438.9,465.0,416.11,451.03,26944.98
2014-04-05,451.03,459.5,430.77,452.2,15699.31
2014-04-06,450.0,464.8,441.25,464.8,6467.32
2014-04-07,464.8,465.0,450.2,456.27,5283.85
2014-04-08,459.97,464.19,446.0,447.11,7419.25
2014-04-09,447.11,459.8,446.24,453.57,5844.42
2014-04-10,453.57,457.3,438.08,441.69,8006.6
2014-04-11,441.69,442.46,357.57,363.12,49713.84
2014-04-12,363.1,432.22,339.79,423.0,42124.75
2014-04-13,423.0,439.5,413.72,423.42,10809.05
2014-04-14,424.91,427.75,397.16,416.3,11017.88
2014-04-15,416.29,475.0,408.0,458.5,33640.67
2014-04-16,459.99,528.75,453.16,521.0,32622.08
2014-04-17,523.1,548.0,494.02,530.0,30710.47
2014-04-18,529.26,533.8,481.63,500.09,20052.7
2014-04-19,500.09,506.97,470.0,483.11,11142.84
2014-04-20,482.1,507.43,472.81,503.8,10268.73
2014-04-21,505.18,516.53,493.0,500.0,5798.58
2014-04-22,501.07,515.0,490.0,496.74,8377.06
2014-04-23,497.98,504.9,485.2,490.0,8521.47
2014-04-24,490.0,495.2,484.61,492.0,5696.01
2014-04-25,491.94,505.0,480.0,502.2,7952.77
2014-04-26,502.15,503.99,438.05,466.52,33416.96
2014-04-27,466.71,470.96,451.07,459.0,8812.12
2014-04-28,459.22,461.97,429.95,430.0,9312.35
2014-04-29,430.0,452.16,424.0,442.9,18282.99
2014-04-30,440.41,454.47,432.02,448.0,13844.64
2014-05-01,448.0,453.99,433.08,448.85,10757.36
2014-05-02,449.0,465.88,447.97,460.97,9556.04
2014-05-03,460.97,462.99,444.51,454.5,8269.89
2014-05-04,452.0,454.5,431.0,439.0,7431.63
2014-05-05,439.0,442.83,429.55,438.04,5154.41
2014-05-06,435.88,445.0,425.0,433.0,8188.08
2014-05-07,431.64,434.0,420.27,428.01,8041.2
2014-05-08,429.0,452.0,425.67,440.0,13248.35
2014-05-09,441.47,450.08,437.61,437.69,6326.65
2014-05-10,439.6,457.08,437.71,452.37,8282.11
2014-05-11,452.78,459.24,449.79,455.39,4130.39
2014-05-12,457.7,458.2,429.6,440.0,8863.69
2014-05-13,437.67,443.77,431.56,442.5,4582.44
2014-05-14,442.48,442.75,430.61,439.12,5969.67
2014-05-15,439.12,449.96,438.36,446.0,6398.99
2014-05-16,444.07,452.67,444.02,446.0,5496.48
2014-05-17,446.27,452.41,444.5,447.31,3667.08
2014-05-18,447.55,451.48,445.01,449.06,2295.07
2014-05-19,449.07,451.43,444.52,446.91,2498.74
2014-05-20,446.91,450.0,441.44,448.34,4723.49
2014-05-21,448.34,500.0,447.14,489.0,28210.09
2014-05-22,489.0,499.1,487.11,493.98,7111.9
